Komentar,Nama Pengguna,Rating,Tanggal,Nama Aplikasi,Sentimen
Aplikasi yang membantu saat terjadi suatu bencana Apalagi buat saya yang tidak punya tv Pas gempa tau di mana letak gempa berapa kekuatannya.,Adi Saputra,5,2022-08-22 08:45:41,InfoBMKG,Positif
Sangat membantu,DUNIA SERBANEKA,5,2022-08-22 08:45:07,InfoBMKG,Positif
Mantap sekali,Satrio Jayenk,5,2022-08-22 08:40:18,InfoBMKG,Positif
🙏,I Made Purmanta,5,2022-08-22 08:39:55,InfoBMKG,Positif
Bagus yess,Zulhiadi Spdi,5,2022-08-21 17:03:29,InfoBMKG,Positif
Mantap,DIKPUS LPP SEGEL RI,5,2022-08-21 10:48:10,InfoBMKG,Positif
Tg to yrfg tgl rc CD,Rudi Haryanto,3,2022-08-20 12:06:45,InfoBMKG,Netral
𝐉𝐨𝐬𝐬,Gyto BRUTALIZER,5,2022-08-20 11:34:02,InfoBMKG,Positif
Bermanfaat,Wahyu,5,2022-08-19 16:19:25,InfoBMKG,Positif
Selalu update informasi terbaru,toni ndundun [official],5,2022-08-19 08:29:32,InfoBMKG,Positif
👍👍👍,Aldy Al,5,2022-08-19 08:12:28,InfoBMKG,Positif
Maluku utara,Faris Bolonan,5,2022-08-18 09:17:22,InfoBMKG,Positif
Bagus,Abdurrahman Maman,5,2022-08-18 07:49:13,InfoBMKG,Positif
Mantap.... Trus semangat untuk mengembangkan dan memberikan notif2 bermanfaat,Aziz Hariyanto,5,2022-08-17 13:45:44,InfoBMKG,Positif
👍,Iwan Nyo,5,2022-08-16 17:29:54,InfoBMKG,Positif
Coba dulu,Ivan Putra,2,2022-08-16 12:28:36,InfoBMKG,Negatif
"Sangat bermanfaat bagi bangsa, tolong di tambahkan widget pada perkiraan cuaca dan peringatan,,🙏",Sip Pin,5,2022-08-15 03:15:34,InfoBMKG,Positif
Ok,Agu Paleteang,5,2022-08-13 12:56:43,InfoBMKG,Positif
Lebih di tingkatkan lagi.,Nur Apriani,5,2022-08-12 19:56:46,InfoBMKG,Positif
Terima Kasih,Teknisi Nirkabel,5,2022-08-12 15:58:04,InfoBMKG,Positif
Perkiraan dampaknya gempa bumi besar dahsyat,Lalu Ilham,5,2022-08-12 12:10:11,InfoBMKG,Positif
Mantap,Antodewa kpc,5,2022-08-12 07:27:47,InfoBMKG,Positif
usefull and easy,Jagung Bakar (crash),5,2022-08-12 00:10:01,InfoBMKG,Positif
Sangat bagus,Aloet Darmi Setia,5,2022-08-11 00:37:40,InfoBMKG,Positif
"Di Vivo T1 5G, notifikasi tidak bisa muncul meskipun semua akses sudah dibuka. Seharusnya Developer rajin mengupdate sesuai perkembangan hape2 baru, supaya notifikasi bisa berfungsi dengan baik sehingga bermanfaat.",arief001 Arief001,1,2022-08-10 14:14:25,InfoBMKG,Negatif
Selalu menjadi pedoman saat memulai pekerjaan lapangan serta dalam perjalanan👍,Amir Kido,5,2022-08-09 22:40:47,InfoBMKG,Positif
Aplikasi yg sangat Baik dan cepat mendapat informasi tentang Bencana Alam,FILDAM Adam,4,2022-08-09 14:44:19,InfoBMKG,Positif
Sangat membantu untuk mengetahui cuaca,Mus Tawa,3,2022-08-09 13:18:57,InfoBMKG,Netral
sangat mmbantu,ety ariyaningsih,5,2022-08-09 06:46:14,InfoBMKG,Positif
Bagus mantap,Gonggom Perjuangan,5,2022-08-09 00:08:16,InfoBMKG,Positif
aplikasi sampah,Dodos Marhodos,1,2022-08-08 21:49:56,InfoBMKG,Negatif
Bmkg cuaca hujan sama cuaca dingin Benar aku dukung bmkg ya,Rahmat Kurniawan,5,2022-08-08 09:42:03,InfoBMKG,Positif
Sangat membatu bisa mengetahui lokasi -lokasih gempa,Hasim aja Hasim aja,5,2022-08-08 03:51:33,InfoBMKG,Positif
"Update info gempa nya lama bener, barusan ini kerasa gempa di lokasi saya, saya mau lihat berapa kekuatan gempa nya eh belum update di bmkg, tolong lah yg cepet update info gempa nya sama prakiraan cuacanya diprovinsi lampung keterangan nya tidak dapat menemukan, emang lampung bukan termasuk provinsi di Indonesia apa..... Ngaco ini",el suwe,1,2022-08-07 22:55:56,InfoBMKG,Negatif
Cukup akurat...,Budi Sumarno,5,2022-08-07 09:22:25,InfoBMKG,Positif
"Bagus apk nya kapan hujang,gempa,dan dll",Rina Herlinawati,5,2022-08-07 05:02:49,InfoBMKG,Positif
Masih perlu perbaikan hari ini ditempat saya tgl 7 Agustus hujan tapi diapk berawan dan saya lihat ada beberapa kecamatan yg prakiraanx sama aja .. .. brrti mencakup untuk satu kabupaten. ..,Udhy Udhy,1,2022-08-06 22:53:14,InfoBMKG,Negatif
"sangat dibutuhkan saya,orang manula apa bila datang bencana.",dadeng pranatha,5,2022-08-05 13:08:06,InfoBMKG,Positif
bagus,Wildan Rasyidi A,5,2022-08-05 09:32:02,InfoBMKG,Positif
uptodate,Anom Danu,5,2022-08-05 09:29:12,InfoBMKG,Positif
Sangat membantu,Kong Komar,5,2022-08-04 07:19:58,InfoBMKG,Positif
Bagus,Syamsuddin Wira,5,2022-08-03 10:55:28,InfoBMKG,Positif
Berguna banget,Kasih anton,5,2022-08-03 05:54:41,InfoBMKG,Positif
Mntap,stenli petrus,5,2022-08-02 12:58:43,InfoBMKG,Positif
Bagus,Dewi Benny,5,2022-08-02 02:16:46,InfoBMKG,Positif
Aplikasix sangat bagus.,The Gambler,5,2022-08-02 01:22:05,InfoBMKG,Positif
Sangat membantu,Sultan Sebatik,5,2022-07-31 21:35:28,InfoBMKG,Positif
Cukup bagus.,Ketut Yoga Digjoyo,5,2022-07-31 06:45:07,InfoBMKG,Positif
Oke,Sannaji Pratama28,3,2022-07-30 06:36:32,InfoBMKG,Netral
"Seharusnya info bnkg ini di offline kan, apablia terjadi bencana dan koneksi internet hilang maka dengan mudah mengetahui info lebih lanjut di apk ini. 🙏🙏🙏🙏",DirhamKosong Empat,4,2022-07-30 01:00:23,InfoBMKG,Positif
Sangat membantu saya,Denny Reky Manitik,5,2022-07-29 23:38:10,InfoBMKG,Positif
Terbantu Skli,Harli Kadodi,5,2022-07-29 16:36:26,InfoBMKG,Positif
Bagus,Aris Aris,5,2022-07-29 13:37:59,InfoBMKG,Positif
Sangat bermanfaat,Lucky Alamsyah,5,2022-07-29 12:53:14,InfoBMKG,Positif
"Lambat ya sekrang respons BMKG di daerah saya ada gempa ,udah 15 mnit blum juga di ketahui lokasi gempanya",Nuarta Jaya,1,2022-07-29 12:18:18,InfoBMKG,Negatif
👍,Ali Januar Samsu,5,2022-07-29 12:10:36,InfoBMKG,Positif
Sangat Bermanfaat,SYARIPUDDIN SYARIP,5,2022-07-28 09:16:45,InfoBMKG,Positif
Up to date always,PAK SLAMET,5,2022-07-28 07:55:45,InfoBMKG,Positif
Sayang nya g bisa widget,ON Music,3,2022-07-28 05:42:36,InfoBMKG,Netral
HASAN NUR,Nur Hasan,5,2022-07-27 23:18:03,InfoBMKG,Positif
Aplikasi yang berguna untuk memberitahukan cuaca dan kemungkinan bencana alam,Evika Mutmainna,5,2022-07-27 20:41:01,InfoBMKG,Positif
Sangat membantu,M Fadil Ray,5,2022-07-27 16:33:40,InfoBMKG,Positif
Yang dunia internasional ikut masuk radar BMKG gak?,Muhammad Andarismakarisma Putrawijayakusuma J. S. S,5,2022-07-27 12:11:49,InfoBMKG,Positif
Aplikasi yg mantap,muhammad ruslan,5,2022-07-27 07:25:18,InfoBMKG,Positif
Di coba dulu,Rapa Rap,2,2022-07-26 12:56:42,InfoBMKG,Negatif
Cukup mmbantu sanģat brguna,Maman ardiansyah Maman ardiansyah,5,2022-07-26 12:11:17,InfoBMKG,Positif
👍👍👍,Udin Ponco,5,2022-07-26 10:02:57,InfoBMKG,Positif
Sangat bagus,Felicia Rumlus,4,2022-07-26 04:17:37,InfoBMKG,Positif
Berguna,Aditya adit,5,2022-07-26 03:22:21,InfoBMKG,Positif
"Aplikasi bagus,,, sangat membantu...",Jhoseff Ruron,4,2022-07-26 01:38:43,InfoBMKG,Positif
"Infonya sangat berguna, mungkin bisa lebih cepat lagi naiknya..",Diana Rakhmawati,5,2022-07-25 22:24:47,InfoBMKG,Positif
"Terimakasih sudah membuat aplikasi ini. Simple, dan gak ribet",Nagasati Parimpunan Harahap,5,2022-07-25 15:39:50,InfoBMKG,Positif
Ojo kemaki!! Sing nguwei ⭐1.. seng jare ngene ngono. Kurang ngene kurang ngono!! Dapurmu gari dunlut instal ora kating design apk ojo kakean NYACAT!,Akhlis Albf,5,2022-07-25 14:45:19,InfoBMKG,Positif
Bagus,Wayan Femix,4,2022-07-25 09:31:54,InfoBMKG,Positif
Informasi kurang cepat dg wkt kejadian,IB Putra Mahagangga,3,2022-07-25 09:28:09,InfoBMKG,Netral
Good,Agoes Poedjiyanto,5,2022-07-25 09:22:17,InfoBMKG,Positif
Aplikasi bagus sangat membantu,Kage Kage,5,2022-07-25 09:11:22,InfoBMKG,Positif
Bagus,dendi marwinto,5,2022-07-25 06:15:45,InfoBMKG,Positif
🤩👍,dedi sukma,5,2022-07-24 22:37:21,InfoBMKG,Positif
Mantap dan menyenangkan,Razaly Nst Nst,5,2022-07-24 10:15:47,InfoBMKG,Positif
Aplikasi nya sangat bagus,harkas channel,5,2022-07-24 07:36:09,InfoBMKG,Positif
Bagus infonya,Sri Puastri,5,2022-07-24 00:08:05,InfoBMKG,Positif
bermanfaat,Suhartini Basri,5,2022-07-23 22:20:28,InfoBMKG,Positif
"sangat informatif dan cukup bermanfaat dalam memberikan informasi terkait cuaca, iklim, maupun gempa bumi dan tsunami.",Fajar Pamungkas,5,2022-07-23 14:53:00,InfoBMKG,Positif
Aplikasi nya Mantap jadi kita bisa tau Info Cuaca & Gempa,FrontaL Gaming,5,2022-07-23 11:49:12,InfoBMKG,Positif
Sangat membantu,Jumad Mad,5,2022-07-23 11:24:35,InfoBMKG,Positif
Mantap,muh alifikri,5,2022-07-23 10:44:22,InfoBMKG,Positif
Bermanfaat,Haji Lalu Sudirman,3,2022-07-23 08:01:12,InfoBMKG,Netral
Semoga bisa membersamai Indonesia lebih baik,Wahyu Aswari,5,2022-07-23 07:18:09,InfoBMKG,Positif
Membantu sekali untuk petani,Heri Prastiyo,5,2022-07-23 06:45:41,InfoBMKG,Positif
Baik,ACHMAD SUHENDRI,4,2022-07-23 06:29:53,InfoBMKG,Positif
Sangat membantu,Opick aff,5,2022-07-23 06:15:18,InfoBMKG,Positif
Mantap,hendri uwo,1,2022-07-22 23:03:02,InfoBMKG,Negatif
OK,Saiful Mukminin,5,2022-07-22 20:00:30,InfoBMKG,Positif
Penting sekali buat saya,Sama Rohib (Rohib),5,2022-07-21 22:26:22,InfoBMKG,Positif
Falit bosku,Tombe Tom,4,2022-07-21 17:57:29,InfoBMKG,Positif
Mntap+akurat,Jesen Marcquez,5,2022-07-21 15:57:20,InfoBMKG,Positif
"Sangat membantu sekali, setiap ada gempa ataupun perubahan cuaca langsung dapat update infonya",Suparta Parta,4,2022-07-21 11:26:52,InfoBMKG,Positif
Handal dan tangguh,Kholela *,5,2022-07-21 07:41:41,InfoBMKG,Positif
Sangat membantu aktifitas keseharian,Rifai,5,2022-07-21 04:07:50,InfoBMKG,Positif
Oko,Amir Mustafa.s,5,2022-07-20 14:14:09,InfoBMKG,Positif
Bagus,Yuda Saputra,5,2022-07-20 12:23:53,InfoBMKG,Positif
Dangan membantu dan akurat,Puji Anto,5,2022-07-20 04:02:25,InfoBMKG,Positif
"Aplikasi Yng Sangat Membantu dn Berguna,,, Matap,,,",Mohammad Badja,5,2022-07-19 03:47:31,InfoBMKG,Positif
Mantap,Muhammad Ismail,5,2022-07-19 03:09:14,InfoBMKG,Positif
"Level naik peringkat, Semeru,,tekhnologi",Miratno Miratno,1,2022-07-19 02:16:45,InfoBMKG,Negatif
Sangat membantu,chaneltv DaengSija,5,2022-07-19 00:58:19,InfoBMKG,Positif
Bagus,Syawal Rayana,4,2022-07-18 22:36:12,InfoBMKG,Positif
Sangat membantu untuk memantau perubahan dan perkembangan cuaca,Kevin Dhaud,5,2022-07-18 22:26:04,InfoBMKG,Positif
Sangat baik,Alim Cell,5,2022-07-18 17:38:03,InfoBMKG,Positif
Keren,Alwin Jawi,5,2022-07-18 15:48:53,InfoBMKG,Positif
"kenapa saya belum mendapatkan notifikasi gempa di hp saya, padahal gempa sudah 10 menit yang lalu",Maskur Caraka,1,2022-07-18 15:47:53,InfoBMKG,Negatif
Banyak gempa tdk di deteksi bmkg,ola norasteviana,1,2022-07-18 15:46:54,InfoBMKG,Negatif
Lumayan bagus aplikasinya,Ical Ical,4,2022-07-18 11:09:26,InfoBMKG,Positif
Apk bagus,rafitna Hirzan,5,2022-07-18 06:25:01,InfoBMKG,Positif
Sangat membantu,Suyanaegapriatna46 Ega,5,2022-07-18 05:02:57,InfoBMKG,Positif
"Sangat membatu aplikasi nya, terima kasih",Kuswoyo nti,5,2022-07-17 22:38:31,InfoBMKG,Positif
Terpercaya,Waode Sulvia,5,2022-07-17 16:25:14,InfoBMKG,Positif
Bagus sekali aplikasi enya sangat bagus sekali 👍😊,Ali Surya,5,2022-07-17 15:23:21,InfoBMKG,Positif
Aplikasi ini sangat membantu terutama buat notif tentang gempa yang terjadi di wilayah indonesia..,Umar R .djbena,5,2022-07-17 13:29:15,InfoBMKG,Positif
Sangat membantu info cuaca.,ALFRIAN HS,5,2022-07-17 13:19:43,InfoBMKG,Positif
Jelek,Aryo Suryono,3,2022-07-17 13:12:51,InfoBMKG,Netral
"Aplikasi ini sangat membantu , bisa melihat cuaca di daerah tertentu",Fitri Fitri,5,2022-07-17 12:49:41,InfoBMKG,Positif
Ok ok,Rusli Jama,5,2022-07-17 12:33:38,InfoBMKG,Positif
Mantap,M. Zakki Ubed,5,2022-07-17 10:15:00,InfoBMKG,Positif
Cepat tanggap info gempa di seluruh indonesia,Sarif Yusup,5,2022-07-17 09:57:07,InfoBMKG,Positif
Ok,Haji Ruslan,5,2022-07-17 04:45:33,InfoBMKG,Positif
"Aplikasi sangat membantu, sayang gk di kasih pasang surut air laut.",ACHMAT ZANURI,4,2022-07-17 03:36:32,InfoBMKG,Positif
"Sangat informatif, terimakasih Aplikator, sehat n sukses selalu, Aamiin.",Saridjo Madwihardjo,5,2022-07-17 01:59:48,InfoBMKG,Positif
The best.,Firman Alwi,5,2022-07-16 23:21:57,InfoBMKG,Positif
Oke,Dwi Adhitya,5,2022-07-16 23:10:36,InfoBMKG,Positif
Coba lokasi dibuat menyesuaikan pengaturan lokasi GPS terupdate dari HP,Eka Natha Permana,1,2022-07-16 16:06:02,InfoBMKG,Negatif
Ok bingit,ARKAN TV,5,2022-07-16 15:07:27,InfoBMKG,Positif
Aplikasi nya bagus buat tau cuacanya setiap hari nya 👍🙏🏻,Lia Carolina,5,2022-07-16 13:55:25,InfoBMKG,Positif
Baik dan informatif,tirta barata,5,2022-07-16 10:54:28,InfoBMKG,Positif
semakin di tingkatkan dan cepat kasih kabar update ke warga yang setelah terdampak gempa karna kadang informasi telat hingga 10 menitan bagi warga pesisir pantai biar tidak panik dan tetap tenang antara harus evakuasi atw tidak dan bergabung dengan setiap ofrator nomer ponsel untuk ngasih info ke masarakat yang terdampak bencana gempa hususnya wilayah pesisir pantai di karnakan masarakat masih banyak yang tak tau atw tak memiliki app bmkg,toni saputra,5,2022-07-16 02:54:27,InfoBMKG,Positif
Luar biasaa ... Terimakasih banyak atas kerja kerasnya ... Anda sangat profesional ...,Darmawan Darmawan,5,2022-07-16 02:15:05,InfoBMKG,Positif
Sangat membantu sekali dalam melakukan perjalanan ke suatu tempat🥰🤩👍,Wayan Kartini,5,2022-07-16 01:54:32,InfoBMKG,Positif
👍👍,Udin Sjahadat,5,2022-07-16 00:16:04,InfoBMKG,Positif
Ok,Jajangsyamsuddin Khoironmanawa,5,2022-07-15 23:16:38,InfoBMKG,Positif
Sudah baik,Aries,5,2022-07-15 22:05:18,InfoBMKG,Positif
Oke,Wahyu27ilnata 03,5,2022-07-15 12:22:14,InfoBMKG,Positif
Amazing,gani abdul,5,2022-07-15 03:18:30,InfoBMKG,Positif
Bagus,Jupri Mustafa Jupri Mustafa,5,2022-07-14 15:20:10,InfoBMKG,Positif
Pedoman Nelayan,Maulana Ahmad,5,2022-07-14 14:49:08,InfoBMKG,Positif
Sangat membantu & terus update rerbaru,Afid aja,5,2022-07-14 14:30:15,InfoBMKG,Positif
"Informasi Cuaca di beranda tidak menunjukkan lokasi yg sudah di atur di pengaturan, jadi harus buka menu cuaca dan pilih kabupaten dulu. UI nya susah untuk navigasi di bagian cuaca, bayangkan mau scroll prakiraan cuaca kebawah aja susahnya minta ampun, tolong lah diperbaiki, sudah berapa kali update belum ada perbaikan.",Khansa Atallah Puruhita,2,2022-07-14 12:54:37,InfoBMKG,Negatif
🙏,Nengah Mudana,4,2022-07-14 11:35:39,InfoBMKG,Positif
Ok,Fudhail Shabri,5,2022-07-14 06:59:22,InfoBMKG,Positif
Bagus,Sy.Ucha62,5,2022-07-14 03:23:48,InfoBMKG,Positif
Aplikasi Bagus,Aqua AqLin,5,2022-07-14 03:20:43,InfoBMKG,Positif
Sangat membantu,Zulsafitri Lapangga,5,2022-07-14 03:05:30,InfoBMKG,Positif
The best,Saiful Tampolo,5,2022-07-14 03:05:17,InfoBMKG,Positif
Berguna sekali untuk mendapatkan informasi terkini terkait cuaca dan bencana alam,Muhammad Nur Adnan,5,2022-07-14 02:44:04,InfoBMKG,Positif
Lumayan tepat,Udin udin,4,2022-07-14 01:07:23,InfoBMKG,Positif
Sangat membantu dalam usaha pertanian utama dlm rencana kerja,Iswandi Andi,5,2022-07-13 17:12:23,InfoBMKG,Positif
Sangat menbantu,Muh Iqra,5,2022-07-13 14:22:55,InfoBMKG,Positif
Setelah di update susah mau scroll ke bawah mau lihat dihari berikutnya! Tolong lah diperbaiki euyyy! Belum lagi pra perkiraan cuaca nya hampir tidak bisa dipercaya,muliawan bong,1,2022-07-13 13:33:44,InfoBMKG,Negatif
"Keren..,,,,",Wilsen Irawan,5,2022-07-13 12:03:59,InfoBMKG,Positif
👍👍👍🙏🙏🙏,Muhammad Subhan,5,2022-07-13 07:45:42,InfoBMKG,Positif
Semoga aplikasi ini membantu setiap orang yg bepergian,Bang Doank,5,2022-07-13 05:12:49,InfoBMKG,Positif
Bagus aplikasi nya tingkatkan terus aplikasi bmkgnya menjadi aplikasi lebih baik,Mas Ajit,5,2022-07-13 01:29:09,InfoBMKG,Positif
Sangat mudah,Her Lina,4,2022-07-13 01:20:14,InfoBMKG,Positif
👍👍👍👍👍,Jagoan Neon,5,2022-07-13 00:30:44,InfoBMKG,Positif
"Sangat membantu utk pantau cuaca,khusus nya keadaan laut sesuai profesi kami...trimks.",Karna M,5,2022-07-13 00:00:19,InfoBMKG,Positif
Mantap,Wahidin Nawawi,5,2022-07-13 00:00:10,InfoBMKG,Positif
Mantaaap dan andalan....kreeen,Jose rizal Morin,5,2022-07-12 23:23:05,InfoBMKG,Positif
"Aplikasi ini membantu sekali, apa lagi saya sebagai petani sangat terbantu adanya aplikasi ini, trimakasih sekali",sutarjo,5,2022-07-12 19:14:46,InfoBMKG,Positif
Mantab,Kirisuto Sinja,5,2022-07-12 14:29:03,InfoBMKG,Positif
"Sangat membantu,",Miratno Miratno,1,2022-07-12 12:12:08,InfoBMKG,Negatif
"Kalau lagi pagi2 bisanya saya lihat MKG bawa saya adala petani jadi bar tau cuaca ,saya sukasaaaaa",Mawit Saputri,5,2022-07-12 11:46:22,InfoBMKG,Positif
Tidak akurat sama sekali,Imam Baidowi,3,2022-07-12 11:45:38,InfoBMKG,Netral
Good,News Lombok TV,5,2022-07-12 08:50:57,InfoBMKG,Positif
membantu,Robini ni,5,2022-07-12 08:36:57,InfoBMKG,Positif
Dipercepat lagi informasi masuk Jadi segera kita bisa evakuasi diri,Suryadi Rusnan,5,2022-07-12 05:14:04,InfoBMKG,Positif
Sangat membantu utk pemantau cuaca/gempa..,luhung pidie pidekso,5,2022-07-12 04:18:11,InfoBMKG,Positif
Sangat membantu,Rama Auliana,5,2022-07-12 03:59:04,InfoBMKG,Positif
Bagus bisa mengetahui lokasi gempa terkini,Fauzhan Ramadan,4,2022-07-12 03:48:28,InfoBMKG,Positif
"aplikasi sangat berguna agar bisa tahu jika terjadi gempa dan potensi tsunami. Tetapi, info bmkg selalu memberikan notifikasi berulang. Gempa di lokasiA sudah dinotifikasikan, beberapa menit kemudian diinfokan lagi. Sebagai user jadi bingung, ini gempa yang tadi atau ada gempa susulan.",Rezky Nabil Anwari,4,2022-07-12 03:24:33,InfoBMKG,Positif
Apk sangat bermanfaat selalu update infonya,Adi Aprianto,5,2022-07-12 03:18:40,InfoBMKG,Positif
👍,Sonik Aditama,5,2022-07-12 03:17:39,InfoBMKG,Positif
Cepat mudah bermanfaat,agung dwi,5,2022-07-12 03:03:50,InfoBMKG,Positif
Jadi lebih tau duluan kalau ada gempa,Yudi Prastyo,5,2022-07-12 01:43:50,InfoBMKG,Positif
Very good,Abdul Wachid Purnomo,5,2022-07-12 00:16:00,InfoBMKG,Positif
Bagus👍👍👍,Made Ariyana,5,2022-07-11 21:55:23,InfoBMKG,Positif
"Sangat (Tidak Membantu). Gempa Bumi,mau di lihat, nggak bisa2. 1 jam kemudian, sama juga, tetap nggak bisa, padahal nggak ada masalah sama jaringan.",A. M A. M,1,2022-07-11 21:04:50,InfoBMKG,Negatif
Sangat lmbat untuk pemberitahuan gempa di kotaku dan perkiraan cuacanya juga di kotaku gak akurat,Ghaitsa Asyifa Larau,1,2022-07-11 20:56:12,InfoBMKG,Negatif
Saya kasi bintang 4 dlu,Gimas Fardian,4,2022-07-11 18:25:07,InfoBMKG,Positif
Salah satu aplikasi yang penting untuk didownload oleh siapapun agar tau informasi gempa bumi maupun cuaca dan kondisi udara disekitar 👍,Rotan Sidoarjo Official,5,2022-07-11 15:46:07,InfoBMKG,Positif
Kurang akurat,Junadi Simamora,5,2022-07-11 14:29:25,InfoBMKG,Positif
𝙊𝙠𝙚,Anca 88,5,2022-07-11 14:14:15,InfoBMKG,Positif
Sangat menguntung bagi masyarakat atas informasi cuaca yg terjadi di setiap kota bahkan sampai di kecamatan,Canen Liow,5,2022-07-11 14:00:23,InfoBMKG,Positif
Mantap,Iskandar Pakaya,5,2022-07-11 13:10:25,InfoBMKG,Positif
Sangat bermanfaat utk mendapat informasi gempa bumi dll,Ali Mansur Fsl,5,2022-07-11 13:07:18,InfoBMKG,Positif
Update makin bagus...👍,Sujiwo R,5,2022-07-11 11:50:15,InfoBMKG,Positif
Mantap,Moeqhi Mhan,4,2022-07-11 11:26:27,InfoBMKG,Positif
Sangat membantu,ETTA GASSING,5,2022-07-11 10:43:28,InfoBMKG,Positif
Sangat membantu dalam memilih waktu perjalanan mengetahui kondisi daerah lai,Anto Tengaran,5,2022-07-11 10:19:03,InfoBMKG,Positif
Membantu pekerjaan,Fendy Arisona,5,2022-07-11 09:56:37,InfoBMKG,Positif
Nice,Guntur Takraw,5,2022-07-11 09:47:36,InfoBMKG,Positif
Sangat membantu,Budi Man,4,2022-07-11 09:41:21,InfoBMKG,Positif
Sangat bermanfaat.,sandi pratama,5,2022-07-11 09:33:32,InfoBMKG,Positif
Sebagai informasi yang akurat,Tri Silawati,5,2022-07-11 09:22:00,InfoBMKG,Positif
Mantap,Sampe Cool,5,2022-07-11 09:21:16,InfoBMKG,Positif
"Alus lah, ngan sok rada telat infona. Sakitu we info ti pusat mah.",Coffee Blues,5,2022-07-11 09:19:16,InfoBMKG,Positif
Kalo bisa di tambahin fitur peringatan dengan bunyi yang keras biar bisa kedengeran bukan cuma notif,Diah Purbo Astuti,5,2022-07-11 09:08:03,InfoBMKG,Positif
Mantapp,Alfian Leoanak,5,2022-07-11 08:59:52,InfoBMKG,Positif
Aplikàsi yg cocok buat liat cuaca,gentul kecil,5,2022-07-11 08:57:29,InfoBMKG,Positif
👍,Keraf dee,5,2022-07-11 08:54:43,InfoBMKG,Positif
Thank You Sangat Bermanfaat Lanjutkan,Rahman Ocpri Angga,5,2022-07-11 08:54:31,InfoBMKG,Positif
Klu bkn karena info nie aku jadi gak tau tentang cuaca,Fir Daus,5,2022-07-11 08:45:24,InfoBMKG,Positif
Sangat membantu sekali update cuaca,sulist Gondhez,5,2022-07-11 08:44:01,InfoBMKG,Positif
👍,A-bie Isradian,4,2022-07-11 08:43:12,InfoBMKG,Positif
Good information,Adrianovic' Sutrisno,5,2022-07-11 08:36:50,InfoBMKG,Positif
wori jaga ui,hanly korompis,4,2022-07-11 08:30:04,InfoBMKG,Positif
Bagus info cuaca dll,Rachmat Syukri Agussalim,4,2022-07-11 08:23:10,InfoBMKG,Positif
"Sangat membatu , semoga tetap semangat para kru / team BMKG dalam memberikan informasi cuaca terkini.",atikah amir,5,2022-07-11 08:15:37,InfoBMKG,Positif
Sangat membantu,Fikh Elias,5,2022-07-11 08:08:24,InfoBMKG,Positif
Sangat membantu aktifitas 👍👍👍👍,Cahyo Indrastiono,5,2022-07-11 08:07:25,InfoBMKG,Positif
Mantap,Abas Asteyn,5,2022-07-11 08:04:25,InfoBMKG,Positif
Baik sangat berguna,samsir pandipa,5,2022-07-11 08:04:06,InfoBMKG,Positif
Informasi kejadian bencana gempa secara realtime,Ardhi Nugroho,5,2022-07-11 07:57:50,InfoBMKG,Positif
"Bermanfaat ,",Defri Mamen,5,2022-07-11 07:57:20,InfoBMKG,Positif
Informasi cepat dan akurat,Loeloe Ensoe,5,2022-07-11 07:56:43,InfoBMKG,Positif
Update skl n mudah dipahami,Yossy Ardian,5,2022-07-11 07:56:05,InfoBMKG,Positif
Ok,bardhatz No Action,5,2022-07-11 07:55:47,InfoBMKG,Positif
BMKG emang kerennnnn,sofyan eyanks,5,2022-07-11 07:53:44,InfoBMKG,Positif
Mantap,Andi Alamsyah Said,5,2022-07-11 07:53:33,InfoBMKG,Positif
Apk sangat bagus dan membantu sekali.,Stephen Fenan,5,2022-07-11 07:53:17,InfoBMKG,Positif
Siap 😊😊,Abdil Mafaqhir (Afa),5,2022-07-11 07:52:44,InfoBMKG,Positif
Ok,Deddy Firstly,5,2022-07-11 07:51:25,InfoBMKG,Positif
Sangat membatu,Faizal Arif,5,2022-07-11 07:49:31,InfoBMKG,Positif
Mantap...,Aman Makarana,5,2022-07-11 07:48:41,InfoBMKG,Positif
Excellent,Muhammad Ibnu,5,2022-07-11 07:47:39,InfoBMKG,Positif
Oke,farizz a,5,2022-07-11 07:46:52,InfoBMKG,Positif
Oke,Polres Loteng,5,2022-07-11 07:46:14,InfoBMKG,Positif
Bguss,Adha Dian,5,2022-07-11 07:45:14,InfoBMKG,Positif
Sangat bagus,Suaib Mpuselangi,5,2022-07-11 07:44:53,InfoBMKG,Positif
"Makasih udh bantu update berita gempa terdekat, tp kadang masih gada notif dan ngatur daerahnya ribet. Tp gapapa, ditingkatin aja lg",Rani Nur Raqiqah,4,2022-07-11 07:41:48,InfoBMKG,Positif
Lebih akurat lebih baik,Alung Chanel,5,2022-07-11 07:41:34,InfoBMKG,Positif
Info atas cuaca lokasi berada dan informasi adanya gempa dan informasi lain-lainnya.,Danny Setiono,5,2022-07-11 07:39:26,InfoBMKG,Positif
